Gender,Contacted,Primary_Bank_Type,City_Category_B,City_Category_C,Employer_Category1_B,Employer_Category1_C,Source_Category_B,Source_Category_C,Source_Category_D,Source_Category_E,Source_Category_F,Source_Category_G,Age_Cat_Middle-Aged,Age_Cat_Old,Age_Cat_Young,Employer_Cat3_MSF,Employer_Cat3_MSME,Employer_Cat3_PVT,Employer_Cat3_VSF,Employer_Category2,Var1,Lead_Creation_Month,City_Code,Source,Monthly_Income,Existing_EMI,Loan_Amount,Loan_Period,Interest_Rate,loan_period_months,emi_recal,EMI-Monthly_Income_Ratio,Income_loan_Ratio,IR_15-20,IR_20-25,IR_25+
1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,8,0.148587593,0.059790874,2500,0,50000,5,14.498,60,1176,0.4704,1.437681307,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,2,0.148587593,0.059790874,5000,0,10000,1,15.25,12,904,0.1808,0.161812298,1,0,0
1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,8,-0.267721194,-0.279868749,3800,1200,47000,4,18.798,48,1400,0.684210526,0.915765159,1,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,8,0.148587593,-0.279868749,5000,0,100000,5,15.04,60,2381,0.4762,1.437681307,1,0,0
1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,5,0.148587593,0.059790874,1800,0,29000,4,31.5,48,1070,0.594444444,1.192876129,0,0,1
1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,4,10,7,-0.267721194,0.059790874,2800,0,50000,5,16.8,60,1237,0.441785714,1.283644024,1,0,0
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,3,10,8,0.148587593,0.059790874,5000,0,30000,2,15.8,24,1466,0.2932,0.471297955,1,0,0
0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,4,9,0.148587593,0.059790874,2400,550,30000,5,18.15,60,764,0.5475,0.898550817,1,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,2,0.034821904,-0.279868749,1500,50,21800,4,35.5,48,856,0.604,1.076056536,0,0,1
1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,2,9,0.148587593,0.059790874,1400,0,22000,4,31.5,48,811,0.579285714,1.163494944,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,9,0.034821904,0.059790874,5800,2.4,50000,3,13.99,36,1709,0.295068966,0.657429353,0,0,0
0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,7,-0.267721194,0.059790874,850,300,6800,3.6,37,43.2,287,0.690588235,0.599369628,0,0,1
0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0,3,0.034821904,-0.279868749,1510,0,20000,3.2,32.7,38.4,846,0.560264901,1.004136337,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,0,7,0.034821904,0.059790874,1300,0,19000,4,35.5,48,746,0.573846154,1.082131661,0,0,1
0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,10,10,0.148587593,0.059790874,10000,0,30000,2,14.8,24,1452,0.1452,0.235648977,0,0,0
1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2,9,-0.267721194,0.059790874,1950,0,20000,2,33,24,1149,0.589230769,0.805637529,0,0,1
1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,4,12,0.148587593,-0.279868749,2250,0,33000,5,20,60,874,0.388444444,1.054299625,1,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,8,-0.267721194,0.059790874,3500,2500,14800,3.4,16.648,40.8,477,0.850571429,0.31868811,1,0,0
1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,4,7,12,0.148587593,0.059790874,3600,0,63000,5,13,60,1433,0.398055556,1.257971144,0,0,0
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,4,7,0.148587593,0.059790874,2500,0,36000,5,32.5,60,1221,0.4884,1.035130541,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,1,0.034821904,0.059790874,1800,365.1,19000,4,23.96,48,619,0.546722222,0.781539533,0,1,0
1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,7,-0.267721194,-0.279868749,1700,0,30000,4,18.4,48,888,0.522352941,1.3065986,1,0,0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,10,10,0.148587593,0.059790874,7000,0,120000,5,14.92,60,2850,0.407142857,1.232298263,0,0,0
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,8,0.034821904,-0.279868749,1700,400,14000,3,25.7,36,562,0.565882353,0.628038394,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,0,6,0.148587593,-0.279868749,2000,0,30800,4.4,23.4,52.8,939,0.4695,1.126822956,0,1,0
1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4,4,7,0.034821904,0.059790874,2250,0,33000,5,19.7,60,869,0.386222222,1.054299625,1,0,0
1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,4,7,8,0.148587593,-0.279868749,6900,0,100000,4,13.25,48,2695,0.39057971,1.07305199,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,7,9,0.034821904,0.059790874,3200,0,54000,4,14.464,48,1488,0.465,1.249434911,0,0,0
1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,2,4,-0.267721194,0.059790874,2000,0,47000,5,13.75,60,1088,0.544,1.689275536,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,12,0.148587593,0.059790874,4500,0,8000,3,14.85,36,277,0.061555556,0.135576542,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,2,9,0.034821904,0.059790874,3330,0,64000,4,14.844,48,1776,0.533333333,1.423002279,0,0,0
1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,4,2,3,-0.267721194,-0.279868749,1500,0,10000,2,13.5,24,478,0.318666667,0.523664394,0,0,0
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,8,0.148587593,-0.279868749,3250,950,50000,5,18.2,60,1275,0.684615385,1.105908698,1,0,0
1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,4,7,3,0.148587593,0.059790874,3000,0,45000,3,27,36,1837,0.612333333,1.143927074,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,9,0.148587593,0.059790874,4000,350,30000,5,13.99,60,698,0.262,0.53913049,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,8,0.148587593,0.059790874,1370,0,22000,4,31.5,48,811,0.591970803,1.188972935,0,0,1
1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,8,-0.267721194,-0.279868749,1500,0,35000,5,18.25,60,894,0.596,1.677294859,1,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,7,0.148587593,-0.279868749,4150,900,75000,5,15.138,60,1790,0.648192771,1.299109615,1,0,0
1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,10,6,0.034821904,0.059790874,5100,0,78000,4,15.07,48,2174,0.42627451,1.132385453,1,0,0
0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,7,0.034821904,0.059790874,1265.1,0,19400,4,35.5,48,762,0.602323927,1.135394352,0,0,1
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,4,0,7,-0.267721194,0.059790874,750,0,18800,4,31.5,48,693,0.924,1.855950722,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,10,0.148587593,0.059790874,1975,0,10000,2,28.5,24,551,0.278987342,0.397719793,0,0,1
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,4,-0.267721194,0.059790874,1500,500,15000,5,20,60,397,0.598,0.718840654,1,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,10,8,0.034821904,-0.279868749,4000,700,50000,5,14.906,60,1187,0.47175,0.898550817,0,0,0
1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2,4,-0.267721194,0.059790874,1500,0,22000,4,37,48,884,0.589333333,1.085928614,0,0,1
0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,6,-0.267721194,0.059790874,1466.6,0,21600,4,35.5,48,848,0.5782081,1.090465489,0,0,1
1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,8,-0.267721194,-0.279868749,5000,1500,50000,4,16.1,48,1420,0.584,0.740405873,1,0,0
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,8,0.034821904,0.059790874,1800,0,20000,3,31.5,36,866,0.481111111,0.847353388,0,0,1
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,9,0.148587593,0.059790874,1800,300,17800,3,21.95,36,679,0.543888889,0.754144516,0,1,0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,7,0.034821904,0.059790874,4200,0,67200,5,16.32,60,1646,0.391904762,1.150145046,1,0,0
1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,12,0.148587593,0.059790874,2090,0,33000,5,18.5,60,847,0.405263158,1.135011558,1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,5,0.034821904,0.059790874,1200,0,18000,4,35.5,48,707,0.589166667,1.11060881,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,4,0.148587593,0.059790874,1500,0,10000,2.6,31.9,31.2,476,0.317333333,0.514458931,0,0,1
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,1,0.034821904,0.059790874,2500,0,10000,3,20,36,372,0.1488,0.30504722,1,0,0
1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,4,2,9,0.034821904,0.059790874,1350,0,21000,4,31.5,48,775,0.574074074,1.15174247,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,9,-0.267721194,0.059790874,5000,2300,44200,4.2,15.468,50.4,1198,0.6996,0.650660849,1,0,0
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,2,8,0.148587593,0.059790874,2000,0,34000,4,18.06,48,1000,0.5,1.258689985,1,0,0
1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10,1,0.148587593,0.059790874,2500,0,8000,1,16.17,12,726,0.2904,0.258899676,1,0,0
1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,4,1,-0.267721194,-0.279868749,3000,0,49000,5,14.25,60,1147,0.382333333,1.174106401,0,0,0
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,2,8,-0.267721194,0.059790874,3500,0,64000,4,14.464,48,1764,0.504,1.353885025,0,0,0
1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,10,12,0.034821904,0.059790874,7420,2670,42000,3,15.25,36,1461,0.556738544,0.431670594,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,10,0.148587593,0.059790874,1500,0,35000,5,18.41,60,897,0.598,1.677294859,1,0,0
0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,9,0.148587593,0.059790874,1500,280,10000,3.2,23.4,38.4,372,0.434666667,0.50541529,0,1,0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,4,8,-0.267721194,0.059790874,2000,0,30000,4,20,48,913,0.4565,1.11060881,1,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,3,0.034821904,0.059790874,1250,260,9200,3,35.9,36,421,0.5448,0.561286884,0,0,1
0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,10,7,0.034821904,0.059790874,3370,1240,42000,5,16.426,60,1031,0.67388724,0.895884494,1,0,0
1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,2,8,0.148587593,-0.279868749,1300,0,21000,4,31.5,48,775,0.596153846,1.196040257,0,0,1
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,2,8,0.034821904,0.059790874,1250,0,20000,4,31.5,48,738,0.5904,1.184649397,0,0,1
0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,1,-0.267721194,0.059790874,2000,500,13000,2,24.3,24,689,0.5945,0.510572784,0,1,0
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,7,0.034821904,-0.279868749,2180,0,16000,3,20,36,595,0.27293578,0.559719669,1,0,0
1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,8,-0.267721194,0.059790874,1300,0,10000,2,35.5,24,588,0.452307692,0.604228147,0,0,1
1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,7,-0.267721194,0.059790874,3300,443.6,20000,3,16.75,36,711,0.349878788,0.462192757,1,0,0
1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,7,7,0.034821904,0.059790874,4500,0,81000,4,13.99,48,2213,0.491777778,1.332730572,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,1,-0.267721194,0.059790874,20000,0,144000,5,14.04,60,3354,0.1677,0.517565271,0,0,0
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,4,4,7,0.148587593,-0.279868749,2500,0,36000,5,19,60,934,0.3736,1.035130541,1,0,0
1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,7,8,0.034821904,-0.279868749,7000,0,122000,5,15.248,60,2918,0.416857143,1.252836568,1,0,0
0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,8,-0.267721194,0.059790874,1300,0,10000,3.6,33.4,43.2,401,0.308461538,0.57631695,0,0,1
1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,9,0.034821904,0.059790874,2300,0,39000,4,13,48,1046,0.454782609,1.255470829,0,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,4,7,0.148587593,-0.279868749,2300,700,13000,2,18.25,24,651,0.587391304,0.443976334,1,0,0
1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,8,-0.267721194,-0.279868749,1750,0,20000,5,20,60,530,0.302857143,0.821532176,1,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,7,0.034821904,0.059790874,7000,2000,100000,5,14.22,60,2338,0.619714286,1.02691522,0,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,-0.267721194,-0.279868749,4000,337.5,22000,2.6,15.446,31.2,861,0.299625,0.424428618,1,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,11,0.148587593,0.059790874,2900,0.1,39000,4,16.75,48,1120,0.386241379,0.995718243,1,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,9,-0.267721194,0.059790874,800,0,18800,4,31.5,48,693,0.86625,1.739953802,0,0,1
0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,10,7,0.148587593,0.059790874,2700,0,30000,3,15.5,36,1047,0.387777778,0.847353388,1,0,0
0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,4,7,1,0.148587593,0.059790874,7500,0,98000,3,15.5,36,3421,0.456133333,0.996487585,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,7,0.148587593,0.059790874,1700,0,39000,5,18.37,60,998,0.587058824,1.649105029,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4,2,5,0.148587593,0.059790874,1850,0,31000,4,28.5,48,1089,0.588648649,1.240680112,0,0,1
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,10,8,0.148587593,0.059790874,2500,0,10000,1,15.7,12,906,0.3624,0.323624595,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,8,0.148587593,-0.279868749,800,0,18800,4,31.5,48,693,0.86625,1.739953802,0,0,1
0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,9,-0.267721194,0.059790874,2900,1200,31400,4.4,18.23,52.8,869,0.713448276,0.792257967,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,9,0.148587593,0.059790874,5000,0,30000,2,15.25,24,1458,0.2916,0.471297955,1,0,0
0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,7,-0.267721194,0.059790874,2480,0,38400,4,20,48,1169,0.471370968,1.146434901,1,0,0
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,8,-0.267721194,0.059790874,900,300,6200,3,36.7,36,286,0.651111111,0.525359101,0,0,1
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,10,0.034821904,0.059790874,3000,0,30000,3,18.01,36,1085,0.361666667,0.762618049,1,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,7,0.034821904,-0.279868749,900,300,6000,3,36.7,36,277,0.641111111,0.508412033,0,0,1
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,0,7,0.034821904,0.059790874,850,300,6800,3.6,37,43.2,287,0.690588235,0.599369628,0,0,1
1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,8,-0.267721194,0.059790874,2000,194,10000,3,26.8,36,407,0.3005,0.381309025,0,0,1
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,8,0.034821904,-0.279868749,1900,0,30000,4.6,20,55.2,835,0.439473684,1.14851104,1,0,0
1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,7,-0.267721194,0.059790874,5000,1500,75000,5,17.5,60,1884,0.6768,1.07826098,1,0,0
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,4,2,8,0.148587593,0.059790874,1963.9,527.9,24000,5,20,60,636,0.592647283,0.878465079,1,0,0
1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,7,-0.267721194,0.059790874,1669.5,450,15000,5,20,60,397,0.507337526,0.645858629,1,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,7,0.034821904,-0.279868749,1280,0,13400,2.4,34.5,28.8,690,0.5390625,0.812651317,0,0,1
0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,2,9,-0.267721194,0.059790874,2050,0,20000,3,18.15,36,725,0.353658537,0.744017609,1,0,0
1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,2,9,-0.267721194,0.059790874,2200,500,10000,2,19.75,24,508,0.458181818,0.357043905,1,0,0
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0.034821904,0.059790874,1400,0,32200,4.6,19.03,55.2,880,0.628571429,1.672997748,1,0,0
0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,2,-0.267721194,0.059790874,1700,0,20000,3,20,36,743,0.437058824,0.897197705,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,9,-0.267721194,0.059790874,3000,1500,21800,3.6,20.396,43.2,716,0.738666667,0.544427412,0,1,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,8,0.148587593,-0.279868749,8200,4350,64400,4.6,16.35,55.2,1667,0.733780488,0.571267524,1,0,0
0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,7,0.148587593,0.059790874,2100,834.4,14200,3.4,23.36,40.8,508,0.639238095,0.50961387,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,9,-0.267721194,0.059790874,1730,1000,13200,4.2,21.7,50.4,401,0.80982659,0.561604059,0,1,0
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,8,0.148587593,0.059790874,3500,0,70000,5,15.5,60,1684,0.481142857,1.437681307,1,0,0
1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,2,7,-0.267721194,-0.279868749,1500,0,33000,5,20,60,874,0.582666667,1.581449438,1,0,0
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,7,-0.267721194,0.059790874,1000,350,7400,3.6,37,43.2,312,0.662,0.554416906,0,0,1
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,4,0,5,0.034821904,0.059790874,1100,0,19600,5,28.3,60,614,0.558181818,1.280843347,0,0,1
1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,6,-0.267721194,0.059790874,3037,0,20000,3,16.25,36,706,0.23246625,0.502218011,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,3,0.148587593,0.059790874,1650,0,10000,4,31.5,48,369,0.223636364,0.448730832,0,0,1
1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,4,7,0.034821904,0.059790874,2300,499,10000,5,22.75,60,280,0.338695652,0.312539415,0,1,0
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,8,0.034821904,0.059790874,1600,0,10000,2,29.6,24,557,0.348125,0.490935369,0,0,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,9,0.148587593,-0.279868749,800,0,18800,4,31.5,48,693,0.86625,1.739953802,0,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,7,0.148587593,0.059790874,2180,300,10000,2,22.13,24,519,0.375688073,0.360319537,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,7,0.148587593,0.059790874,1550,0,23000,4,35.5,48,903,0.582580645,1.09866678,0,0,1
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,8,0.034821904,-0.279868749,3000,1000,19000,3.2,21.25,38.4,686,0.562,0.480144525,0,1,0
0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,9,-0.267721194,0.059790874,2000,350,23000,3,21.38,36,871,0.6105,0.877010757,0,1,0
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,12,0.148587593,0.059790874,4500,0,20000,2,17.118,24,990,0.22,0.349109596,1,0,0
1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,7,7,0.148587593,-0.279868749,3150,0,37000,3,16.448,36,1309,0.415555556,0.895773582,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,9,0.148587593,0.059790874,6500,1500,10000,5,14.85,60,237,0.267230769,0.11059087,0,0,0
1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,7,7,-0.267721194,0.059790874,3350,0,52000,5,16.396,60,1276,0.380895522,1.115812358,1,0,0
1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,8,-0.267721194,-0.279868749,1800,0,20000,3,19.65,36,740,0.411111111,0.847353388,1,0,0
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,2,7,0.034821904,-0.279868749,1500,250,16600,3,19.33,36,611,0.574,0.843963975,1,0,0
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7,11,-0.267721194,0.059790874,2500,0,36000,5,15.5,60,866,0.3464,1.035130541,1,0,0
1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,2,7,-0.267721194,0.059790874,1500,0,33000,5,20,60,874,0.582666667,1.581449438,1,0,0
1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,4,4,8,-0.267721194,0.059790874,4100,0,72000,5,14.85,60,1707,0.416341463,1.262354319,0,0,0
1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,7,-0.267721194,0.059790874,4550,0,50000,2,15.368,24,2433,0.534725275,0.863183067,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,4,-0.267721194,0.059790874,2000,350,20000,4,19.5,48,603,0.4765,0.740405873,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10,9,0.148587593,0.059790874,20000,0,100000,3,13.892,36,3413,0.17065,0.381309025,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,8,0.034821904,-0.279868749,900,0,48400,4.8,19.28,57.6,1294,1.437777778,3.888686457,1,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,8,0.148587593,0.059790874,1500,0,35000,5,18.4,60,896,0.597333333,1.677294859,1,0,0
1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,2,10,-0.267721194,0.059790874,1200,0,10000,4,37,48,402,0.335,0.617004894,0,0,1
1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,7,7,-0.267721194,-0.279868749,3300,0,55000,4,15.746,48,1552,0.47030303,1.234009789,1,0,0
1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,4,2,7,-0.267721194,-0.279868749,2000,750,10000,3,20,36,372,0.561,0.381309025,1,0,0
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,7,7,-0.267721194,0.059790874,2500,0,36000,5,16.4,60,883,0.3532,1.035130541,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,12,0.034821904,0.059790874,1750,0,10000,1,19.33,12,923,0.527428571,0.462320851,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,10,3,0.148587593,0.059790874,4000,0,50600,3,16.188,36,1784,0.446,0.964711833,1,0,0
